OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,Workers,D2B_E8MIXA,D2A_EPHHM,D3B,D4A,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
"38273","060371943003","060371943003","06","037","194300","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",149.0786423,0,149.0786423,149.0786423,"1184","491","491","394",0.563133030136108,0.49541992022891,58.6986832251289,-99999,10,10,10,1,7,4368.56786821635,603312.98352512
"38274","060374080041","060374080041","06","037","408004","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",152.7957676,0,152.7957676,117.20308,"2486","886","827","1032",0.757450942825756,0.367731419154443,74.0292756643084,536.45,6,18,12,15,13,3635.64966678423,618356.28860454
"38275","060371909013","060371909013","06","037","190901","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",62.8614987,0,62.8614987,54.443135337578,"1432","510","429","473",0.599390050550506,0.728981957571642,78.0687718474647,430.5,17,12,12,16,14.1666666666667,2869.59182674102,254397.165797135
"38276","060371943002","060371943002","06","037","194300","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",252.1316973,0,252.1316973,240.66084573448,"900","623","550","411",0.554191715233705,0.41603173953543,46.5585252695636,-99999,8,10,9,1,6.33333333333333,7906.97655167538,1020362.47047332
"38277","060375311022","060375311022","06","037","531102","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",46.8728932,0,46.8728932,46.8728932,"953","296","268","329",0.414917558031872,0.720671542180377,68.2970429484818,281.64,17,6,11,18,13.5,1868.73143992622,189692.713135737
"38281","060375311013","060375311013","06","037","531101","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",47.6292663,0,47.6292663,47.6292663,"1818","496","480","629",0.602543292221089,0.576026935432001,152.296278391339,305.78,12,12,18,18,16,1967.98742225333,192753.72725676
"38282","060375311021","060375311021","06","037","531102","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",76.2760635,0,76.2760635,76.27606,"2571","644","633","873",0.63828572964724,0.400069476698397,103.5145186799,301.75,7,13,14,18,14,2264.1757155987,308684.392580741
"38283","060375312011","060375312011","06","037","531201","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",76.8140002,0,76.8140002,76.8140002,"2655","681","640","892",0.395650908768824,0.475633945574965,72.236831639449,553.88,9,5,12,15,11.3333333333333,3144.52271759804,310861.645271028
"38284","060372216012","060372216012","06","037","221601","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",40.4188883,0,40.4188883,40.4188883,"1512","420","420","555",0.379532762728641,0.297844079925014,158.389314235543,214.58,5,5,18,19,14,1643.68276021709,163571.451148246
"38285","060375316023","060375316023","06","037","531602","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",47.5620551,0,47.5620551,47.5620551,"2440","612","612","741",0.665226125430168,0.501808773707304,89.7118509919055,0,10,14,13,20,15,1942.74256942675,192480.523475666
"38286","060372220024","060372220024","06","037","222002","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",45.1209542,0,45.1209542,45.1209542,"1485","418","416","492",0.528982382139772,0.3361101697435,203.357401515237,211.9,6,9,19,19,15.1666666666667,2123.90403513733,182601.375391206
"38287","060375315024","060375315024","06","037","531502","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",19.2503255,0,19.2503255,19.2503255,"727","166","166","305",0.52539317019662,0.500919973591229,66.4923821677717,284.32,10,9,11,18,12.8333333333333,1122.85309277443,77903.4801827774
"38288","060375316021","060375316021","06","037","531602","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",32.4187787,0,32.4187787,32.4187787,"1036","291","291","481",0.616089347639963,0.504188447489872,111.875898643893,190.44,10,12,15,19,15,1642.06366539474,131196.685355555
"38289","060372216021","060372216021","06","037","221602","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",68.5638254,0,68.5638254,68.5638254,"1443","409","409","495",0.685320639142865,0.680218575814363,68.4862603946833,241.4,16,15,11,19,15.1666666666667,2297.55978738285,277472.337466279
"38298","060375440012","060375440012","06","037","544001","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",49.7743414,0,49.7743414,49.7743414,"1274","297","297","648",0.330755546239832,0.328870940054567,111.453408402105,624.96,6,4,15,14,11.3333333333333,2139.18356440564,201433.807593713
"38299","060371944022","060371944022","06","037","194402","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",38.1240706,0,38.1240706,38.1240706,"1329","719","719","731",0.71773693901315,0.825188772397857,229.49910285813,114,19,16,20,20,19.1666666666667,1788.63507234733,154285.695655399
"38300","060371976001","060371976001","06","037","197600","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",41.7912817,0,41.7912817,41.7912817,"677","339","339","267",0.742548414038184,0.707617679686675,86.8161935315805,297.73,16,17,13,18,15.8333333333333,2270.50172708157,169126.319980192
"38301","060375431003","060375431003","06","037","543100","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",61.9037391,0,61.9037391,61.9037391,"1022","220","220","557",0.0889216626010087,0.439496986921513,99.9642362475646,246.77,8,2,14,18,12.3333333333333,2321.01098148609,250520.430732343
"38302","060375433062","060375433062","06","037","543306","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",373.4533495,0,373.4533495,360.79066,"986","307","307","641",0.363530572479713,0.539881619807126,37.1469154542956,-99999,11,5,8,1,5.66666666666667,5321.44943117777,1511346.77675383
"38303","060375439051","060375439051","06","037","543905","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",555.2208508,0.3442103,554.8766405,554.8766405,"610","146","130","300",0.408785095551622,0.518384558259672,16.154653747764,339.3,11,6,6,17,10.5,6762.21803315916,2246947.08779074
"38304","060375439053","060375439053","06","037","543905","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",76.2399869,0,76.2399869,76.2399869,"1807","416","416","790",0.450229527770918,0.618879567952838,148.340004502283,641.06,14,7,17,14,13.8333333333333,2342.70709006764,308537.77606717
"38305","060375440011","060375440011","06","037","544001","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",321.721729,4.6215113,317.1002177,314.17045,"438","146","146","343",0.601043860164621,0.714285253350627,50.4733806746926,615.57,17,12,9,15,12.8333333333333,5971.23443706133,1301991.14787086
"38306","060379010091","060379010091","06","037","901009","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",328.3954058,0,328.3954058,328.3954058,"2216","840","811","876",0.559641373297663,0.377009014027131,100.086174835275,-99999,7,10,14,1,7.83333333333333,4908.86249245734,1329000.04553897
"38307","060379010101","060379010101","06","037","901010","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",159.6525455,0,159.6525455,142.59786,"1128","528","462","555",0.228045904486483,0.201379937145108,93.5752070423456,-99999,3,3,14,1,6,4052.89014094008,646106.261375332
"38308","060372374011","060372374011","06","037","237401","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",42.7609021,0,42.7609021,42.7609021,"1060","248","236","441",0.177842107594272,0.470358905721212,264.450922329817,265.54,9,2,20,18,14.5,1666.94220363058,173048.789819394
"38309","060379010102","060379010102","06","037","901010","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",242.4157253,0,242.4157253,218.46374,"1788","605","584","614",0.329075943313913,0.715276280817476,51.0646740622152,-99999,17,4,10,1,7.16666666666667,4900.61409846511,981044.43938031
"38310","060379010111","060379010111","06","037","901011","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",331.3843274,0.672112,330.7122154,330.7122154,"2580","743","743","1027",0.86614957084401,0.622994232592194,110.355766435351,-99999,14,20,15,1,11,4908.79370353651,1341090.98281171
"38311","060379010112","060379010112","06","037","901011","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",164.0010113,0,164.0010113,164.0010113,"1348","629","571","552",0.377099054707628,0.374033196811108,91.0940724180766,-99999,7,5,13,1,6.66666666666667,3268.14453856575,663702.939106095
"38314","060372220012","060372220012","06","037","222001","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",59.5377566,0,59.5377566,59.5377566,"1748","481","458","651",0.636378760458066,0.407051546721136,200.692815489793,305.78,7,13,19,18,15.6666666666667,2203.0632519338,240945.352437063
"38315","060372317203","060372317203","06","037","231720","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",37.3595432,0,37.3595432,37.3595432,"1241","328","314","534",0.61419168430941,0.515457615286092,57.1313195285536,367.47,11,12,10,17,12.8333333333333,1558.04607882165,151193.22718218
"38316","060372349022","060372349022","06","037","234902","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",47.9500021,0,47.9500021,47.9500021,"1426","644","520","539",0.246501855705044,0.441563115881526,133.499055675745,351.37,8,3,17,17,13.1666666666667,1947.90082659808,194051.806915659
"38317","060372371011","060372371011","06","037","237101","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",45.1765517,0,45.1765517,45.1765517,"707","185","175","268",0.673362516700278,0.843655404745105,127.556437646391,340.64,19,14,16,17,16.5,1714.19975906785,182826.928000189
"38318","060372374023","060372374023","06","037","237402","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",43.086827,0,43.086827,43.086827,"982","278","265","484",0.310195376377331,0.502556885532564,183.205878678418,332.6,10,4,19,17,14.3333333333333,1672.31343054439,174370.631647658
"38319","060372392022","060372392022","06","037","239202","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",44.8229516,0,44.8229516,37.90637602903,"1184","260","260","312",0.25927738398217,0.508454610974993,123.779443386767,244.08,10,3,16,18,13.5,1706.68492271541,181396.492954736
"38320","060372397011","060372397011","06","037","239701","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",49.1131018,0,49.1131018,49.1131018,"3254","683","672","789",0.35736031829464,0.259726543928808,147.73410218615,136.79,4,5,17,20,13.8333333333333,2169.75438466353,198759.670218261
"38321","060373018022","060373018022","06","037","301802","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",43.9373452,0,43.9373452,43.9373452,"1488","783","665","979",0.663657352376039,0.81289368719149,82.5466350661532,368.81,19,14,13,17,15.5,2139.75199225033,177813.735834677
"38322","060372398021","060372398021","06","037","239802","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",40.0781374,0,40.0781374,40.0781374,"1465","385","385","379",0.463760022947363,0.308393167793936,266.168057999622,214.58,5,7,20,19,15,1611.04806512724,162195.049290438
"38323","060373007021","060373007021","06","037","300702","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",483.4538681,9.1733404,474.2805277,426.95919,"2712","1068","986","1305",0.50325667503799,0.299011788949846,81.8998835739045,-99999,5,8,13,1,6.83333333333333,8288.10854611194,1956511.39477788
"38324","060373012052","060373012052","06","037","301205","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",26.5353277,0,26.5353277,26.5353277,"388","139","139","206",0.331909150694975,0.628478324668628,152.768416724697,865.02,14,4,18,13,13.3333333333333,1318.53423776315,107386.664225205
"38325","060373025032","060373025032","06","037","302503","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",23.5417112,0,23.5417112,23.5417112,"1497","545","499","729",0.105662191048475,0.574019842416974,45.3187107316141,677.27,12,2,9,14,10,1742.92345781947,95271.971251477
"38326","060376023024","060376023024","06","037","602302","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",223.5629837,0,223.5629837,223.5629837,"1112","524","484","1050",0.740395639032299,0.929565901403558,96.4080888673521,329.92,20,17,14,17,16.5,4699.88043220964,904743.975090411
"38328","060377022013","060377022013","06","037","702201","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",56.88242,0,56.88242,56.88242,"1105","476","476","488",0.68363729490822,0.437692047126189,123.786575887594,273.59,8,15,16,18,15.1666666666667,1958.66005898347,230200.716061291
"38329","060377030022","060377030022","06","037","703002","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",118.9055084,0,118.9055084,118.9055084,"1487","662","580","484",0.740065546389419,0.362732363638862,104.090720157082,358.08,6,17,15,17,14.5,3079.14213434517,481204.454671562
"38330","060379100022","060379100022","06","037","910002","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",916.7753469,0.9298373,915.8455096,907.93832,"2906","785","743","734",0.717606745126861,0.304617926097693,27.9572042791179,-99999,5,16,7,1,6.16666666666667,7920.8297229914,3710135.77268133
"38331","060379100023","060379100023","06","037","910002","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",1252.1970412,0.0983458,1252.0986954,1234.81261380235,"1263","340","340","628",0.721285224111145,0.609747316836087,16.8722801785614,-99999,14,16,6,1,7.33333333333333,10690.1620759728,5067570.5558767
"38332","060379105042","060379105042","06","037","910504","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",129.2585042,0,129.2585042,129.2585042,"2199","670","644","809",0.109148306384825,0.250545034919979,133.745010488834,-99999,4,2,17,1,7,3471.59810558672,523101.977420801
"38333","060379105051","060379105051","06","037","910505","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",94.0096892,0,94.0096892,94.0096892,"2032","484","474","528",0.333333333333333,0.26580248856157,122.595022896853,-99999,4,4,16,1,7,2786.74441276847,380450.840772439
"38334","060376013021","060376013021","06","037","601302","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",153.9373696,0,153.9373696,141.13277,"631","216","182","267",0.414700141518914,0.542199533590412,97.0410241438867,706.77,11,6,14,14,12.1666666666667,3815.95263882529,622975.829115483
"38335","060376023021","060376023021","06","037","602302","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",68.2670583,0,68.2670583,68.2670583,"1001","317","317","430",0.474278574194018,0.614146254173371,71.9058374894118,445.25,14,7,12,16,12.8333333333333,2417.21491124432,276274.177078518
"38336","060376025082","060376025082","06","037","602508","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",40.1937802,0,40.1937802,40.1937802,"1964","630","630","729",0.615085171275418,0.305189978185675,106.173641264028,438.55,5,12,15,16,13.1666666666667,1615.12452617346,162662.312529535
"38337","060376025091","060376025091","06","037","602509","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",124.8153991,0,124.8153991,124.8153991,"1827","456","432","595",0.571942944216426,0.727856051421758,63.2588611415977,603.5,17,11,11,15,13.3333333333333,3209.78089640499,505122.635309385
"38338","060375704031","060375704031","06","037","570403","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",47.6843696,0,47.6843696,47.6843696,"1660","316","301","550",0.514573232067689,0.378182299176623,143.181509103981,293.71,7,9,17,18,14.3333333333333,2431.88208543354,192976.703769171
"38341","060376025093","060376025093","06","037","602509","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",349.9546337,2.9096025,347.0450312,336.46284,"897","310","310","383",0.154752086446142,0.260441161009966,29.5191663300206,477.44,4,2,7,16,8.66666666666667,5962.70708318803,1416250.28765921
"38342","060376026001","060376026001","06","037","602600","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",103.3945472,4.0717138,99.3228334,99.3228334,"1535","611","611","761",0.78228457259208,0.860509194165111,73.0514802248886,709.45,20,18,12,14,15,3226.73106625174,418432.926550536
"38343","060376028011","060376028011","06","037","602801","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",118.18793,0,118.18793,118.18793,"2628","979","959","1278",0.560897551904526,0.29041122763156,95.7011430862695,0,5,10,14,20,13.8333333333333,3103.47663259473,478299.609430372
"38344","060376028021","060376028021","06","037","602802","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",79.8212072,0,79.8212072,78.875263685694,"975","296","291","560",-0,0.474838488300861,112.250870593197,277.61,9,1,15,18,12.6666666666667,2452.98661131605,323032.349961168
"38345","060376028022","060376028022","06","037","602802","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",84.2667833,0,84.2667833,76.15545,"901","303","303","378",0.577909349330124,0.541827590273512,134.194750970161,246.77,11,11,17,18,15.3333333333333,2446.87950009731,341025.536206886
"38346","060376028024","060376028024","06","037","602802","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",82.5479557,0,82.5479557,82.5479557,"1679","515","505","553",0.648877383265236,0.575706490946749,108.542966618857,234.7,12,13,15,19,15.5,2430.73460723485,334066.71810698
"38347","060379303011","060379303011","06","037","930301","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",199095.7080532,1003.0789755,198092.6290777,555.40783,"371","131","68","287",0.562045920578462,0.700545197326088,0.498827646743186,-99999,16,10,1,1,5,191150.966425793,805729385.672493
"38348","060375715042","060375715042","06","037","571504","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",183.3575898,0,183.3575898,173.42872,"983","565","544","552",0.568172020021894,0.670033751177319,112.888045826615,-99999,15,10,15,1,9.5,4509.38120408121,742038.752254075
"38349","060375715044","060375715044","06","037","571504","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",45.7804641,0,45.7804641,45.78046,"1235","644","586","638",0.437459676975674,0.199556066985934,111.866056858082,-99999,3,6,15,1,6.83333333333333,1976.32477352728,185270.574908598
"38350","060375717033","060375717033","06","037","571703","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",18.9318136,0,18.9318136,18.9318136,"298","95","95","277",-0,0.424808873867815,202.83318234234,736.27,8,1,19,14,12.5,1141.31222844053,76616.085643501
"38351","060375717034","060375717034","06","037","571703","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",18.5604223,0,18.5604223,18.5604223,"689","206","155","376",0.318144667641655,0.999023470100447,68.9639480886165,552.54,20,4,11,15,12.6666666666667,1133.37168862554,75114.4866763325
"38352","060375717041","060375717041","06","037","571704","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",61.5587875,0,61.5587875,58.48421,"1542","448","448","723",0.730339411398986,0.464063064924615,103.996850165381,-99999,9,17,15,1,9.66666666666667,2455.69310508083,249125.254716709
"38353","060375717043","060375717043","06","037","571704","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",36.4264936,0,36.4264936,36.4264936,"2110","633","633","695",0.0551423446654223,0.33073433370785,152.29354933026,749.69,6,2,18,14,12,1588.4859430078,147416.010081943
"38354","060375763014","060375763014","06","037","576301","4","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",40.106801,0,40.106801,40.106801,"713","287","287","311",0.218440553094958,0.389169064917627,319.275526362723,297.73,7,3,20,18,14.3333333333333,1612.11507723574,162309.261789482
"38355","060375725002","060375725002","06","037","572500","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",91.6807717,0,91.6807717,91.6807717,"1775","503","478","717",0.542389717651422,0.351302058215657,137.332177364297,-99999,6,10,17,1,8.66666666666667,3466.88730642629,371026.998689274
"38356","060375730042","060375730042","06","037","573004","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",25.3386224,0,25.3386224,25.3386224,"1151","331","331","466",0.72743602046075,0.297380039434349,101.031538320726,206.53,5,16,14,19,14.5,1416.97750359274,102544.106373528
"38357","060375730043","060375730043","06","037","573004","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",25.4335088,0,25.4335088,25.4335088,"1056","390","390","360",0.110762210073872,0.341878125770929,0,720.18,6,2,1,14,6.33333333333333,1421.43255428148,102926.887054125
"38359","060375734025","060375734025","06","037","573402","5","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",69.6520538,0,69.6520538,69.142991999222,"2168","864","852","1041",0.733109897182588,0.291552526720099,171.586612999486,-99999,5,17,18,1,10,2367.2057070565,281877.01385154
"38360","060375749023","060375749023","06","037","574902","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",60.7334735,0,60.7334735,60.7334735,"2752","1060","937","1044",0.7270079384176,0.437989977799434,168.679303349906,-99999,8,16,18,1,10.3333333333333,2241.71941379756,245784.266219391
"38361","060375751033","060375751033","06","037","575103","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",21.9778153,0,21.9778153,21.19059,"1025","508","508","503",-0,0.273098241287078,174.779883603808,-99999,4,1,18,1,7.16666666666667,1297.28007088191,88943.2819755327
"38363","060375769041","060375769041","06","037","576904","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",49.9347093,0,49.9347093,49.9347093,"1863","665","665","854",0.576792623628376,0.275594513854567,243.55643940837,-99999,4,11,20,1,9.5,1860.51379274718,202083.01743582
"38364","060375769042","060375769042","06","037","576904","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",40.5256355,0,40.5256355,39.878870787195,"1555","640","640","772",0.602994791547593,0.258072797185717,231.659784829284,-99999,4,12,20,1,9.66666666666667,1651.82709224332,164004.343880007
"38374","060375317012","060375317012","06","037","531701","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",77.7935046,0,77.7935046,77.7935046,"2258","661","661","942",0.80756658293971,0.777185169224493,148.125477303667,242.74,18,19,17,18,17.8333333333333,2981.47004470232,314820.884345121
"38376","060375029011","060375029011","06","037","502901","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",74.1391427,0,74.1391427,74.13914,"1757","385","385","683",0.275208842052632,0.254352034871107,86.3587002335273,600.82,4,3,13,15,10.5,2513.17387854579,300037.796092269
"38377","060375034011","060375034011","06","037","503401","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",109.7356274,0,109.7356274,109.7356274,"1158","442","394","723",0.831628129729175,0.627974657163112,103.066618089067,308.46,14,20,14,18,16.3333333333333,2900.12150266365,444094.220796677
"38378","060375034012","060375034012","06","037","503401","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",150.70629,0,150.70629,150.70629,"1579","536","536","770",0.586907932782919,0.444330622091043,128.86522520062,575.34,8,11,16,15,13.5,3399.36352604167,609899.837220725
"38379","060375034015","060375034015","06","037","503401","5","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",70.332073,0,70.332073,70.332073,"1266","434","434","775",0.611585948894234,0.453003903548941,81.9336009049527,521.7,9,12,13,15,12.8333333333333,2303.40696613011,284630.53840619
"38380","060375034021","060375034021","06","037","503402","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",201.9540887,0,201.9540887,192.74478,"2223","695","668","921",0.593841366462166,0.782666480178789,217.693834687884,714.82,18,11,19,14,15.8333333333333,3931.06553907376,817300.407038863
"38381","060375034022","060375034022","06","037","503402","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",110.6998116,0,110.6998116,110.6998116,"1275","462","444","849",0.498432587983755,0.663997725812516,121.455671926365,887.82,15,8,16,13,13.5,3064.41172102072,447996.256294303
"38382","060375034023","060375034023","06","037","503402","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",82.0908207,0,82.0908207,82.0908207,"627","256","228","551",0.461491817753026,0.749780354632462,114.378683510957,788.58,18,7,15,14,13.8333333333333,2645.20490807054,332216.133783944
"38385","060375035011","060375035011","06","037","503501","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",77.9103829,0,77.9103829,66.3442,"545","214","214","387",0.333333333333333,0.131105559166376,150.646930012713,855.63,2,4,18,13,11.3333333333333,3396.63755013762,315301.291315899
"38386","060375035012","060375035012","06","037","503501","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",134.4406854,0,134.4406854,128.7554159784,"2643","873","873","1065",0.637735158844827,0.326035321376542,87.3069038965194,197.14,5,13,13,19,13.6666666666667,4384.54672714024,544072.907445201
"38390","060375316031","060375316031","06","037","531603","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",45.0591792,0,45.0591792,45.0591792,"961","260","241","381",0.256441470510947,0.66791194664434,66.3021398312555,427.82,15,3,11,16,12,2146.70148402286,182352.366203934
"38391","060375317011","060375317011","06","037","531701","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",79.6395887,0,79.6395887,79.6395887,"3163","809","724","1124",0.700243852517401,0.36975351215363,99.1185430368753,296.39,7,15,14,18,14.3333333333333,2985.87314141034,322296.992450068
"38392","060375317021","060375317021","06","037","531702","1","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",34.3330624,0,34.3330624,34.3330624,"825","246","229","274",0.587132377245813,0.702638747088304,198.898656940081,333.94,16,11,19,17,16.5,1535.84452321907,138947.108094986
"38393","060375317022","060375317022","06","037","531702","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",33.6206731,0,33.6206731,33.6206731,"910","222","222","269",0.520990395607634,0.62379876420518,133.30845538604,142.16,14,9,17,20,16.1666666666667,1743.27605636269,136062.314426596
"38394","060375318002","060375318002","06","037","531800","2","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",58.8681156,0,58.8681156,58.8681156,"2010","550","502","803",0.690655358092542,0.463076519436528,79.733484793252,0,9,15,12,20,14.6666666666667,1922.96814647277,238236.89906742
"38395","060375317023","060375317023","06","037","531702","3","348","Los Angeles-Long Beach, CA","31080","Los Angeles-Long Beach-Anaheim, CA",52.9174534,0,52.9174534,52.9174534,"2167","625","607","626",0.635739129744027,0.525812871276055,120.979366705504,118.02,11,13,16,20,16,2208.98267128774,214153.725425868
